model,threshold,precision,recall,f1,business_cost,TP,TN,FP,FN
HistGradientBoosting,0.81,0.8315789473684211,0.8404255319148937,0.8359788359788359,166,79,56635,16,15
HistGradientBoosting,0.82,0.8404255319148937,0.8404255319148937,0.8404255319148937,165,79,56636,15,15
HistGradientBoosting,0.83,0.8404255319148937,0.8404255319148937,0.8404255319148937,165,79,56636,15,15
HistGradientBoosting,0.84,0.8461538461538461,0.8191489361702128,0.8324324324324325,184,77,56637,14,17
HistGradientBoosting,0.85,0.8461538461538461,0.8191489361702128,0.8324324324324325,184,77,56637,14,17
HistGradientBoosting,0.86,0.8426966292134831,0.7978723404255319,0.819672131147541,204,75,56637,14,19
HistGradientBoosting,0.87,0.8522727272727273,0.7978723404255319,0.8241758241758241,203,75,56638,13,19
HistGradientBoosting,0.88,0.8620689655172413,0.7978723404255319,0.8287292817679558,202,75,56639,12,19
HistGradientBoosting,0.89,0.8620689655172413,0.7978723404255319,0.8287292817679558,202,75,56639,12,19
HistGradientBoosting,0.9,0.8705882352941177,0.7872340425531915,0.8268156424581006,211,74,56640,11,20
HistGradientBoosting,0.91,0.8705882352941177,0.7872340425531915,0.8268156424581006,211,74,56640,11,20
HistGradientBoosting,0.92,0.8809523809523809,0.7872340425531915,0.8314606741573034,210,74,56641,10,20
HistGradientBoosting,0.93,0.8809523809523809,0.7872340425531915,0.8314606741573034,210,74,56641,10,20
HistGradientBoosting,0.94,0.8795180722891566,0.776595744680851,0.8248587570621468,220,73,56641,10,21
HistGradientBoosting,0.95,0.8795180722891566,0.776595744680851,0.8248587570621468,220,73,56641,10,21
HistGradientBoosting,0.96,0.8780487804878049,0.7659574468085106,0.8181818181818182,230,72,56641,10,22
HistGradientBoosting,0.97,0.8846153846153846,0.7340425531914894,0.8023255813953488,259,69,56642,9,25
HistGradientBoosting,0.98,0.0,0.0,0.0,940,0,56651,0,94
HistGradientBoosting,0.99,0.0,0.0,0.0,940,0,56651,0,94
PyTorch MLP,0.01,0.0021891109384930443,0.9893617021276596,0.004368555793033798,42400,93,14261,42390,1
PyTorch MLP,0.02,0.0031376064545047063,0.9680851063829787,0.006254940371859642,28942,91,27739,28912,3
PyTorch MLP,0.03,0.004134484325306679,0.9680851063829787,0.0082338038364097,21949,91,34732,21919,3
PyTorch MLP,0.04,0.005087493710516017,0.9680851063829787,0.010121795228296536,17826,91,38855,17796,3
PyTorch MLP,0.05,0.005983299362219739,0.9680851063829787,0.01189309285760962,15148,91,41533,15118,3
PyTorch MLP,0.06,0.00681852240371647,0.9680851063829787,0.013541666666666667,13285,91,43396,13255,3
PyTorch MLP,0.07,0.007711210914329294,0.9680851063829787,0.015300546448087432,11740,91,44941,11710,3
PyTorch MLP,0.08,0.008621506395073425,0.9680851063829787,0.0170908066485116,10494,91,46187,10464,3
PyTorch MLP,0.09,0.00942507068803016,0.9574468085106383,0.018666390127553667,9499,90,47192,9459,4
PyTorch MLP,0.1,0.01032346868547832,0.9574468085106383,0.020426690876078075,8668,90,48023,8628,4
PyTorch MLP,0.11,0.011174571641420413,0.9574468085106383,0.022091310751104567,8004,90,48687,7964,4
PyTorch MLP,0.12,0.012025654730090861,0.9574468085106383,0.023752969121140142,7434,90,49257,7394,4
PyTorch MLP,0.13,0.012897678417884782,0.9574468085106383,0.025452488687782805,6928,90,49763,6888,4
PyTorch MLP,0.14,0.013634297833661567,0.9574468085106383,0.0268857356235997,6551,90,50140,6511,4
PyTorch MLP,0.15,0.014553686934023286,0.9574468085106383,0.028671551449506213,6134,90,50557,6094,4
PyTorch MLP,0.16,0.015397775876817793,0.9574468085106383,0.030308132682269742,5795,90,50896,5755,4
PyTorch MLP,0.17,0.01613780598368087,0.9468085106382979,0.03173471206988768,5476,89,51225,5426,5
PyTorch MLP,0.18,0.01714505875553843,0.9468085106382979,0.0336802270577105,5152,89,51549,5102,5
PyTorch MLP,0.19,0.018063730464785873,0.9468085106382979,0.03545110535749851,4888,89,51813,4838,5
PyTorch MLP,0.2,0.018920068027210885,0.9468085106382979,0.037098791162984576,4665,89,52036,4615,5
PyTorch MLP,0.21,0.019861638027226066,0.9468085106382979,0.03890710382513661,4442,89,52259,4392,5
PyTorch MLP,0.22,0.020594430142756845,0.9361702127659575,0.04030226700251889,4245,88,52466,4185,6
PyTorch MLP,0.23,0.021568627450980392,0.9361702127659575,0.04216578821274557,4052,88,52659,3992,6
PyTorch MLP,0.24,0.02258147292789325,0.9361702127659575,0.044099223252317715,3869,88,52842,3809,6
PyTorch MLP,0.25,0.02351055303232701,0.9361702127659575,0.04586916862131874,3715,88,52996,3655,6
PyTorch MLP,0.26,0.024458032240133407,0.9361702127659575,0.047670639219934995,3570,88,53141,3510,6
PyTorch MLP,0.27,0.025477707006369428,0.9361702127659575,0.0496054114994363,3426,88,53285,3366,6
PyTorch MLP,0.28,0.02649804275820536,0.9361702127659575,0.05153733528550512,3293,88,53418,3233,6
PyTorch MLP,0.29,0.027777777777777776,0.9361702127659575,0.0539546290619252,3140,88,53571,3080,6
PyTorch MLP,0.3,0.028720626631853787,0.9361702127659575,0.05573147561747942,3036,88,53675,2976,6
PyTorch MLP,0.31,0.029931972789115645,0.9361702127659575,0.05800922874093606,2912,88,53799,2852,6
PyTorch MLP,0.32,0.0307311903920876,0.925531914893617,0.059487179487179485,2814,87,53907,2744,7
PyTorch MLP,0.33,0.03189149560117302,0.925531914893617,0.06165839829907867,2711,87,54010,2641,7
PyTorch MLP,0.34,0.032929598788796366,0.925531914893617,0.06359649122807018,2625,87,54096,2555,7
PyTorch MLP,0.35,0.033971105037094884,0.925531914893617,0.0655367231638418,2544,87,54177,2474,7
PyTorch MLP,0.36,0.03540903540903541,0.925531914893617,0.06820854566836534,2440,87,54281,2370,7
PyTorch MLP,0.37,0.03695836873406967,0.925531914893617,0.07107843137254902,2337,87,54384,2267,7
PyTorch MLP,0.38,0.03809106830122592,0.925531914893617,0.07317073170731707,2267,87,54454,2197,7
PyTorch MLP,0.39,0.03958143767060965,0.925531914893617,0.07591623036649214,2181,87,54540,2111,7
PyTorch MLP,0.4,0.04113475177304964,0.925531914893617,0.07876867360796741,2098,87,54623,2028,7
PyTorch MLP,0.41,0.04250122129946263,0.925531914893617,0.0812704343764596,2030,87,54691,1960,7
PyTorch MLP,0.42,0.04400606980273141,0.925531914893617,0.08401738290680831,1960,87,54761,1890,7
PyTorch MLP,0.43,0.0458377239199157,0.925531914893617,0.08734939759036145,1881,87,54840,1811,7
PyTorch MLP,0.44,0.047592997811816196,0.925531914893617,0.09053069719042664,1811,87,54910,1741,7
PyTorch MLP,0.45,0.049255441008018326,0.9148936170212766,0.09347826086956522,1740,86,54991,1660,8
PyTorch MLP,0.46,0.05143540669856459,0.9148936170212766,0.09739524348810873,1666,86,55065,1586,8
PyTorch MLP,0.47,0.0529925187032419,0.9042553191489362,0.10011778563015312,1609,85,55132,1519,9
PyTorch MLP,0.48,0.05523066926575698,0.9042553191489362,0.1041028781383956,1544,85,55197,1454,9
PyTorch MLP,0.49,0.05739365293720459,0.9042553191489362,0.10793650793650794,1486,85,55255,1396,9
PyTorch MLP,0.5,0.059691011235955056,0.9042553191489362,0.11198945981554677,1429,85,55312,1339,9
PyTorch MLP,0.51,0.06177325581395349,0.9042553191489362,0.11564625850340136,1381,85,55360,1291,9
PyTorch MLP,0.52,0.0640542577241899,0.9042553191489362,0.11963406052076003,1332,85,55409,1242,9
PyTorch MLP,0.53,0.06661442006269593,0.9042553191489362,0.12408759124087591,1281,85,55460,1191,9
PyTorch MLP,0.54,0.06950122649223221,0.9042553191489362,0.12908124525436598,1228,85,55513,1138,9
PyTorch MLP,0.55,0.0713678844519966,0.8936170212765957,0.13217938630999213,1193,84,55558,1093,10
PyTorch MLP,0.56,0.07460035523978685,0.8936170212765957,0.1377049180327869,1142,84,55609,1042,10
PyTorch MLP,0.57,0.07741935483870968,0.8936170212765957,0.14249363867684478,1101,84,55650,1001,10
PyTorch MLP,0.58,0.08076923076923077,0.8936170212765957,0.14814814814814814,1056,84,55695,956,10
PyTorch MLP,0.59,0.08442211055276382,0.8936170212765957,0.15426997245179064,1011,84,55740,911,10
PyTorch MLP,0.6,0.08759124087591241,0.8936170212765957,0.15954415954415954,975,84,55776,875,10
PyTorch MLP,0.61,0.09022556390977443,0.8936170212765957,0.16390243902439025,947,84,55804,847,10
PyTorch MLP,0.62,0.09364548494983277,0.8936170212765957,0.16952573158425832,913,84,55838,813,10
PyTorch MLP,0.63,0.09710982658959537,0.8936170212765957,0.17518248175182483,881,84,55870,781,10
PyTorch MLP,0.64,0.10084033613445378,0.8936170212765957,0.18122977346278318,849,84,55902,749,10
PyTorch MLP,0.65,0.10434782608695652,0.8936170212765957,0.18687430478309233,821,84,55930,721,10
PyTorch MLP,0.66,0.10923276983094929,0.8936170212765957,0.19466975666280417,785,84,55966,685,10
PyTorch MLP,0.67,0.1126005361930295,0.8936170212765957,0.2,762,84,55989,662,10
PyTorch MLP,0.68,0.11830985915492957,0.8936170212765957,0.208955223880597,726,84,56025,626,10
PyTorch MLP,0.69,0.1240768094534712,0.8936170212765957,0.2178988326848249,693,84,56058,593,10
PyTorch MLP,0.7,0.13003095975232198,0.8936170212765957,0.22702702702702704,662,84,56089,562,10
PyTorch MLP,0.71,0.1346153846153846,0.8936170212765957,0.233983286908078,640,84,56111,540,10
PyTorch MLP,0.72,0.13838550247116968,0.8936170212765957,0.2396576319543509,623,84,56128,523,10
PyTorch MLP,0.73,0.14736842105263157,0.8936170212765957,0.25301204819277107,586,84,56165,486,10
PyTorch MLP,0.74,0.1518987341772152,0.8936170212765957,0.2596599690880989,569,84,56182,469,10
PyTorch MLP,0.75,0.15555555555555556,0.8936170212765957,0.26498422712933756,556,84,56195,456,10
PyTorch MLP,0.76,0.16247582205029013,0.8936170212765957,0.27495908346972175,533,84,56218,433,10
PyTorch MLP,0.77,0.1721311475409836,0.8936170212765957,0.28865979381443296,504,84,56247,404,10
PyTorch MLP,0.78,0.1838074398249453,0.8936170212765957,0.30490018148820325,473,84,56278,373,10
PyTorch MLP,0.79,0.19489559164733178,0.8936170212765957,0.32,447,84,56304,347,10
PyTorch MLP,0.8,0.21105527638190955,0.8936170212765957,0.34146341463414637,414,84,56337,314,10
PyTorch MLP,0.81,0.22580645161290322,0.8936170212765957,0.3605150214592275,388,84,56363,288,10
PyTorch MLP,0.82,0.24277456647398843,0.8936170212765957,0.38181818181818183,362,84,56389,262,10
PyTorch MLP,0.83,0.2608695652173913,0.8936170212765957,0.40384615384615385,338,84,56413,238,10
PyTorch MLP,0.84,0.28378378378378377,0.8936170212765957,0.4307692307692308,312,84,56439,212,10
PyTorch MLP,0.85,0.30324909747292417,0.8936170212765957,0.4528301886792453,293,84,56458,193,10
PyTorch MLP,0.86,0.32061068702290074,0.8936170212765957,0.47191011235955055,278,84,56473,178,10
PyTorch MLP,0.87,0.3387096774193548,0.8936170212765957,0.49122807017543857,264,84,56487,164,10
PyTorch MLP,0.88,0.3700440528634361,0.8936170212765957,0.5233644859813084,243,84,56508,143,10
PyTorch MLP,0.89,0.40384615384615385,0.8936170212765957,0.5562913907284768,224,84,56527,124,10
PyTorch MLP,0.9,0.4444444444444444,0.8936170212765957,0.5936395759717314,205,84,56546,105,10
PyTorch MLP,0.91,0.48554913294797686,0.8936170212765957,0.6292134831460674,189,84,56562,89,10
PyTorch MLP,0.92,0.5029940119760479,0.8936170212765957,0.6436781609195402,183,84,56568,83,10
PyTorch MLP,0.93,0.5316455696202531,0.8936170212765957,0.6666666666666666,174,84,56577,74,10
PyTorch MLP,0.94,0.5793103448275863,0.8936170212765957,0.702928870292887,161,84,56590,61,10
PyTorch MLP,0.95,0.6287878787878788,0.8829787234042553,0.7345132743362832,159,83,56602,49,11
PyTorch MLP,0.96,0.6535433070866141,0.8829787234042553,0.751131221719457,154,83,56607,44,11
PyTorch MLP,0.97,0.680327868852459,0.8829787234042553,0.7685185185185185,149,83,56612,39,11
PyTorch MLP,0.98,0.7130434782608696,0.8723404255319149,0.784688995215311,153,82,56618,33,12
PyTorch MLP,0.99,0.7735849056603774,0.8723404255319149,0.82,144,82,56627,24,12
